verbnumber,verb,wordnet_synset,example_sentence,aspectual_class,semantic_class,Event_Structure_Type
202,blush,blush.v.02,her cheeks blushed in the cold winter air,transition,COS,CHANGE_STATE
203,bluster,bluster.v.01,A southeaster blustered onshore,transition,COS,CHANGE_STATE
203,bluster,boast.v.01,NONE,transition,COS,NONE
203,bluster,swagger.v.03,NONE,transition,COS,NONE
204,boast,boast.v.01,NONE,transition,COS,NONE
204,boast,sport.v.01,she was sporting a new hat,transition,COS,NONE
205,bob,bob.v.01,her rucksack bobbed gently on her back,transition,COS,CHANGE_STATE
205,bob,bobsled.v.01,The boys bobbed down the hill screaming with pleasure,transition,COS,CHANGE_STATE
205,bob,dock.v.04,NONE,transition,COS,NONE
205,bob,curtsy.v.02,She curtsied when she shook the Queen's hand,transition,COS,CHANGE_STATE
205,bob,bob.v.05,Bernice bobs her hair these days!,transition,COS,NONE
206,boggle,boggle.v.01,NONE,transition,COS,NONE
206,boggle,boggle.v.02,NONE,transition,COS,NONE
206,boggle,flabbergast.v.01,This boggles the mind!,transition,COS,NONE
207,boil,boil.v.01,Water boils at 100 degrees Celsius,transition,COS,NONE
207,boil,boil.v.02,boil potatoes,transition,COS,NONE
207,boil,boil.v.03,boil this liquid until it evaporates,transition,COS,NONE
207,boil,churn.v.02,the sea was churning in the storm,transition,COS,NONE
207,boil,seethe.v.02,The customer was seething with anger,transition,COS,NONE
208,bolt,bolt.v.01,She bolted from her seat,transition,COS,CHANGE_STATE
208,bolt,bolt.v.02,bolt the door,transition,COS,NONE
208,bolt,bolt.v.03,NONE,transition,COS,NONE
208,bolt,abscond.v.01,The thief made off with our silver,transition,COS,NONE
208,bolt,run_off.v.02,The listeners bolted when he discussed his strange ideas,transition,COS,CHANGE_STATE
208,bolt,gobble.v.01,Don't bolt your food!,transition,COS,NONE
208,bolt,bolt.v.07,bolt fabric,transition,COS,NONE
209,bond,adhere.v.06,Will this wallpaper adhere to the wall?,transition,COS,NONE
209,bond,bind.v.02,The grandparents want to bond with the child,transition,COS,NONE
209,bond,bond.v.03,NONE,transition,COS,NONE
209,bond,bond.v.04,The death of their child had drawn them together,transition,COS,NONE
210,bone,cram.v.03,I had to bone up on my Latin verbs before the final exam,transition,COS,NONE
210,bone,bone.v.02,bone the turkey before roasting it,transition,COS,NONE
211,bonk,sleep_together.v.01,This student sleeps with everyone in her dorm,transition,COS,NONE
211,bonk,sock.v.01,NONE,transition,COS,NONE
212,book,book.v.01,Her agent had booked her for several concerts in Tokyo,transition,COS,CHANGE_STATE
212,book,reserve.v.04,reserve me a seat on a flight,transition,COS,NONE
212,book,book.v.03,The policeman booked her when she tried to solicit a man,transition,COS,CHANGE_STATE
212,book,book.v.04,NONE,transition,COS,NONE
213,boom,boom.v.01,His deep voice boomed through the hall,transition,COS,CHANGE_STATE
213,boom,smash.v.01,He smashed a 3-run homer,transition,COS,CHANGE_STATE
213,boom,thunder.v.03,"Whenever it thunders, my dog crawls under the bed",transition,COS,CHANGE_STATE
213,boom,boom.v.04,Her voice booms out the words of the song,transition,COS,NONE
213,boom,boom.v.05,The deer population in this town is thriving,transition,COS,NONE
214,boot,boot.v.01,NONE,transition,COS,NONE
214,boot,boot.v.02,boot your computer,transition,COS,NONE
215,bop,bop.v.01,NONE,transition,COS,NONE
215,bop,sock.v.01,NONE,transition,COS,NONE
216,border,surround.v.01,The forest surrounds my property,transition,COS,CHANGE_STATE
216,border,bound.v.02,NONE,transition,COS,NONE
216,border,frame.v.01,frame a picture,transition,COS,NONE
216,border,border.v.04,edge the tablecloth with embroidery,transition,COS,NONE
216,border,border.v.05,Canada adjoins the U.S.,transition,COS,CHANGE_STATE
217,borrow,borrow.v.01,May I borrow your lawn mower?,transition,COS,CHANGE_STATE
217,borrow,adopt.v.02,NONE,transition,COS,NONE
218,bother,trouble_oneself.v.01,He did not trouble to call his mother on her birthday,transition,COS,NONE
218,bother,annoy.v.01,Mosquitoes buzzing in my ear really bothers me,transition,COS,NONE
218,bother,trouble.v.02,"Sorry to trouble you, but...",transition,COS,NONE
218,bother,bother.v.04,Don't bother the professor while she is grading term papers,transition,COS,CHANGE_STATE
218,bother,bother.v.05,The mere thought of her bothered him and made his heart beat faster,transition,COS,CHANGE_STATE
218,bother,bother.v.06,NONE,process,process,PROCESS
219,bounce,bounce.v.01,The rubber ball bounced,transition,COS,CHANGE_STATE
219,bounce,bounce.v.02,bounce a ball,transition,COS,NONE
219,bounce,bounce.v.03,NONE,transition,COS,NONE
219,bounce,bounce.v.04,the check bounced,transition,COS,CHANGE_STATE
219,bounce,bounce.v.05,He bounced to his feet,transition,COS,CHANGE_STATE
219,bounce,bounce.v.06,bounce a check,transition,COS,NONE
219,bounce,bounce.v.07,The ex-boxer's job is to bounce people who want to enter this private club,transition,COS,NONE
220,bound,jump.v.01,The horse bounded across the meadow,state,state,STATE
220,bound,bound.v.02,NONE,process,process,MOTION
220,bound,restrict.v.03,restrict the use of this parking lot,transition,COS,CHANGE_STATE
220,bound,bounce.v.01,The rubber ball bounced,transition,COS,CHANGE_STATE
220,bound,adhere.v.06,Will this wallpaper adhere to the wall?,transition,COS,NONE
220,bound,bind.v.02,The grandparents want to bond with the child,transition,COS,NONE
220,bound,bind.v.03,The Chinese would bind the feet of their women,transition,COS,CHANGE_STATE
220,bound,bind.v.04,NONE,process,process,MOTION
220,bound,tie_down.v.01,tie down the prisoners,transition,COS,NONE
220,bound,oblige.v.02,He's held by a contract,transition,COS,CHANGE_STATE
220,bound,bind.v.07,bind the books in leather,transition,COS,NONE
220,bound,tie.v.01,They tied their victim to the chair,transition,COS,CHANGE_STATE
220,bound,bind.v.09,The hydrogen binds the oxygen,transition,COS,NONE
220,bound,constipate.v.02,These foods tend to constipate you,state,state,STATE
221,bow,bow.v.01,He bowed before the King,transition,COS,CHANGE_STATE
221,bow,submit.v.06,The government bowed to the military pressure,transition,COS,CHANGE_STATE
221,bow,bow.v.03,He bowed before the King,transition,COS,CHANGE_STATE
221,bow,crouch.v.01,he crouched down,transition,COS,CHANGE_STATE
221,bow,bow.v.05,NONE,transition,COS,NONE
222,brag,boast.v.01,NONE,transition,COS,NONE
223,braid,braid.v.01,lace a tablecloth,transition,COS,NONE
223,braid,braid.v.02,braid a collar,transition,COS,CHANGE_STATE
223,braid,braid.v.03,braid hair,transition,COS,NONE
224,brand,brand.v.01,NONE,transition,COS,NONE
224,brand,stigmatize.v.01,He denounced the government action,process,process,PROCESS
224,brand,brand.v.03,when this product is not branded it sells for a lower price,transition,COS,CHANGE_STATE
224,brand,post.v.12,She was branded a loose woman,transition,COS,CHANGE_STATE
225,brave,weather.v.01,She braved the elements,transition,COS,CHANGE_STATE
226,brawl,brawl.v.01,"The bar keeper threw them out, but they continued to wrangle on down the street",transition,COS,CHANGE_STATE
227,break,interrupt.v.04,She interrupted her pregnancy,transition,COS,CHANGE_STATE
227,break,break.v.02,The figurine broke,transition,COS,CHANGE_STATE
227,break,break.v.03,You broke the alarm clock when you took it apart!,transition,COS,CHANGE_STATE
227,break,break.v.04,He busted my radio!,transition,COS,CHANGE_STATE
227,break,break.v.05,He broke the glass plate,transition,COS,CHANGE_STATE
227,break,transgress.v.01,offend all laws of humanity,transition,COS,NONE
227,break,break.v.07,The horses broke from the stable,transition,COS,CHANGE_STATE
227,break,break.v.08,The clouds broke after the heavy downpour,transition,COS,CHANGE_STATE
227,break,break.v.09,break into tears,transition,COS,CHANGE_STATE
227,break,break.v.10,stop the project,transition,COS,CHANGE_STATE
227,break,break_in.v.01,Someone broke in while I was on vacation,transition,COS,CHANGE_STATE
227,break,break_in.v.06,The horse was tough to break,transition,COS,CHANGE_STATE
227,break,violate.v.01,This sentence violates the rules of syntax,transition,COS,CHANGE_STATE
227,break,better.v.01,She bettered her own record,transition,COS,CHANGE_STATE
227,break,unwrap.v.02,The auction house would not disclose the price at which the van Gogh had sold,transition,COS,CHANGE_STATE
227,break,break.v.16,light broke over the horizon,transition,COS,CHANGE_STATE
227,break,fail.v.04,The engine finally went,transition,COS,COS_LEAVE
227,break,break.v.18,She had broken with the traditional patterns,transition,COS,CHANGE_STATE
227,break,break.v.19,The ranks broke,transition,COS,CHANGE_STATE
227,break,break.v.20,The surf broke,transition,COS,CHANGE_STATE
227,break,dampen.v.07,soften a shock,transition,COS,NONE
227,break,break.v.22,"If the new teacher won't break, we'll add some stress",transition,COS,CHANGE_STATE
227,break,break.v.23,The heat wave finally broke yesterday,transition,COS,CHANGE_STATE
227,break,break.v.24,The flat plain was broken by tall mesas,transition,COS,CHANGE_STATE
227,break,break.v.25,She finally broke herself of smoking cigarettes,transition,COS,CHANGE_STATE
227,break,break.v.26,break cigarette smoking,transition,COS,CHANGE_STATE
227,break,break.v.27,The first winter storm broke over New York,transition,COS,CHANGE_STATE
227,break,break.v.28,Things have been breaking pretty well for us in the past few months,transition,COS,CHANGE_STATE
227,break,break.v.29,His peccadilloes finally broke his marriage,transition,COS,CHANGE_STATE
227,break,break.v.30,The will was broken,transition,COS,CHANGE_STATE
227,break,separate.v.08,The business partners broke over a tax question,transition,COS,CHANGE_STATE
227,break,demote.v.01,She was demoted because she always speaks up,transition,COS,CHANGE_STATE
227,break,bankrupt.v.01,My daughter's fancy wedding is going to break me!,transition,COS,CHANGE_STATE
227,break,break.v.34,NONE,transition,COS,CHANGE_STATE
227,break,break.v.35,The whales broke,transition,COS,CHANGE_STATE
227,break,collapse.v.01,The wall collapsed,transition,COS,GO_OUT_OF_EXISTENCE
227,break,break_dance.v.01,Kids were break-dancing at the street corner,transition,COS,NONE
227,break,break.v.38,I had to break a $100 bill just to buy the candy,transition,COS,CHANGE_STATE
227,break,break.v.39,The book dealer would not break the set,transition,COS,CHANGE_STATE
227,break,break.v.40,NONE,transition,COS,CHANGE_STATE
227,break,break.v.41,The referee broke the boxers,transition,COS,CHANGE_STATE
227,break,break.v.42,The lawn mower finally broke,transition,COS,CHANGE_STATE
227,break,break.v.43,break a branch from a tree,transition,COS,CHANGE_STATE
227,break,break.v.44,The skin broke,transition,COS,CHANGE_STATE
227,break,break.v.45,The blade broke her skin,transition,COS,CHANGE_STATE
227,break,break.v.46,News of her death broke in the morning,transition,COS,CHANGE_STATE
227,break,pause.v.02,We pause for station identification,transition,COS,END
227,break,break.v.48,break a circuit,transition,COS,CHANGE_STATE
227,break,break.v.49,The simple vowels broke in many Germanic languages,transition,COS,CHANGE_STATE
227,break,break.v.50,break an alibi,transition,COS,CHANGE_STATE
227,break,break.v.51,break the code,transition,COS,CHANGE_STATE
227,break,break.v.52,Her voice broke to a whisper when she started to talk about her children,transition,COS,CHANGE_STATE
227,break,break.v.53,Report the news as it develops,transition,COS,CHANGE_STATE
227,break,crack.v.01,The glass cracked when it was heated,transition,COS,CHANGE_STATE
227,break,break.v.55,his voice is breaking--he should no longer sing in the choir,transition,COS,CHANGE_STATE
227,break,break.v.56,stock prices broke,transition,COS,CHANGE_STATE
227,break,fracture.v.06,I broke my foot while playing hockey,transition,COS,CHANGE_STATE
227,break,break.v.58,The patient's fever broke last night,transition,COS,CHANGE_STATE
227,break,break.v.59,His resistance was broken,transition,COS,CHANGE_STATE
228,breast,breast.v.01,The runner breasted the tape,transition,COS,CHANGE_STATE
228,breast,summit.v.01,They breasted the mountain,transition,COS,CHANGE_STATE
228,breast,front.v.02,breast the storm,transition,COS,NONE
229,breastfeed,breastfeed.v.01,The wetnurse suckled the infant,transition,COS,CHANGE_STATE
230,breathe,breathe.v.01,I can breathe better when the air is clean,process,process,PROCESS
230,breathe,breathe.v.02,Every creature that breathes,process,process,PROCESS
230,breathe,breathe.v.03,He breathed new life into the old house,transition,COS,CHANGE_STATE
230,breathe,breathe.v.04,Our new synthetic fabric breathes and is perfect for summer wear,process,process,PROCESS
230,breathe,breathe.v.05,not breathe a word,process,process,PROCESS
230,breathe,breathe.v.06,She breathes the Christian spirit,transition,COS,CHANGE_STATE
230,breathe,rest.v.02,NONE,process,process,PROCESS
230,breathe,breathe.v.08,This rare Bordeaux must be allowed to breathe for at least 2 hours,process,process,PROCESS
230,breathe,emit.v.01,NONE,process,process,PROCESS
231,bribe,bribe.v.01,This judge can be bought,transition,COS,GET
232,bridge,bridge.v.01,NONE,transition,COS,NONE
232,bridge,bridge.v.02,bridge a river,transition,COS,NONE
232,bridge,bridge.v.03,NONE,transition,COS,NONE
233,bridle,bridle.v.01,She bridled at his suggestion to elope,process,process,PROCESS
233,bridle,bridle.v.02,bridle horses,transition,COS,NONE
233,bridle,bridle.v.03,NONE,transition,COS,NONE
234,brighten,brighten.v.01,The paint will brighten the room,transition,COS,CHANGE_STATE
234,brighten,clear_up.v.04,The sky cleared after the storm,transition,COS,CHANGE_STATE
235,bring,bring.v.01,Bring me the box from the other room,transition,COL,ARRIVE
235,bring,bring.v.02,Long hard years of on the job training had brought them to their competence,transition,COS,CHANGE_STATE
235,bring,bring.v.03,I cannot work a miracle,process,process,POSITIVE_CAUSATION
235,bring,bring.v.04,"Get me those books over there, please",transition,COL,ARRIVE
235,bring,bring.v.05,this may land you in jail,transition,COL,ARRIVE
235,bring,bring.v.06,Can I bring my cousin to the dinner?,transition,COL,ARRIVE
235,bring,institute.v.02,"bring charges"", ""institute proceedings",transition,COS,NONE
235,bring,lend.v.01,Her presence lends a certain cachet to the company,transition,COS,NONE
235,bring,fetch.v.02,"The painting brought $10,000",transition,COS,CHANGE_STATE
235,bring,bring.v.10,The noise and the screaming brought the curious,transition,COS,CHANGE_STATE
235,bring,bring.v.11,The confession of one of the accused brought the others to admit to the crime as well,transition,COL,ARRIVE
236,broaden,broaden.v.01,broaden the road,transition,COS,SCALAR_CHANGE
236,broaden,widen.v.04,The law was extended to all citizens,transition,COS,CHANGE_STATE
236,broaden,diversify.v.03,The company diversified,transition,COS,NONE
236,broaden,broaden.v.04,The road broadened,transition,COS,SCALAR_CHANGE
237,broil,broil.v.01,broil fish,transition,COS,NONE
237,broil,broil.v.02,The sun broils the valley in the summer,transition,COS,NONE
237,broil,bake.v.04,The town was broiling in the sun,transition,COS,NONE
238,browbeat,strong-arm.v.02,Her big brother always bullied her when she was young,transition,COS,CHANGE_STATE
238,browbeat,browbeat.v.02,NONE,transition,COS,NONE
239,brush,brush.v.01,Johnson brushed the hairs from his jacket,transition,COS,CHANGE_STATE
239,brush,brush.v.02,He brushed the wall lightly,transition,COS,CHANGE_STATE
239,brush,brush.v.03,She brushed the suit before hanging it back into the closet,transition,COS,CHANGE_STATE
239,brush,brush.v.04,Her long skirt brushed the floor,transition,COS,CHANGE_STATE
239,brush,brush.v.05,brush away the crumbs,process,process,PROCESS
239,brush,brush.v.06,brush the bread with melted butter,process,process,PROCESS
240,bubble,bubble.v.01,The soup was bubbling,transition,COS,NONE
240,bubble,ripple.v.02,babbling brooks,transition,COS,NONE
240,bubble,bubble.v.03,bubble to the surface,transition,COS,NONE
240,bubble,bubble.v.04,bubble gas through a liquid,transition,COS,NONE
240,bubble,burp.v.01,In China it is polite to burp at the table,transition,COS,CHANGE_STATE
241,buck,buck.v.01,John is bucking for a promotion,transition,COS,NONE
241,buck,buck.v.02,buck the trend,transition,COS,NONE
241,buck,tear.v.03,The car tore down the street,transition,COS,CHANGE_STATE
241,buck,buck.v.04,the yung filly bucked,transition,COS,CHANGE_STATE
242,buckle,buckle.v.01,NONE,transition,COS,NONE
242,buckle,buckle.v.02,His knees buckled,transition,COS,CHANGE_STATE
242,buckle,heave.v.07,The highway buckled during the heat wave,transition,COS,CHANGE_STATE
243,buff,buffet.v.02,The wind buffeted him,transition,COS,CHANGE_STATE
243,buff,buff.v.02,buff the wooden floors,transition,COS,NONE
244,build,construct.v.01,this little pig made his house out of straw,transition,COS,CHANGE_STATE
244,build,build_up.v.02,Resistance to the manager's plan built up quickly,transition,COS,NONE
244,build,build.v.03,build a reputation,transition,COS,COME_INTO_EXISTENCE
244,build,build.v.04,build detergents,transition,COS,COME_INTO_EXISTENCE
244,build,build.v.05,The government is building new schools in this state,transition,COS,COME_INTO_EXISTENCE
244,build,build.v.06,build a modern nation,transition,COS,COME_INTO_EXISTENCE
244,build,build.v.07,These architects build in interesting and new styles,transition,COS,COME_INTO_EXISTENCE
244,build,build.v.08,build a defense on nothing but the accused person's reputation,transition,COS,COME_INTO_EXISTENCE
244,build,build_up.v.04,We worked up courage,transition,COS,NONE
244,build,build.v.10,Suspense was building right from the beginning of the opera,transition,COS,COME_INTO_EXISTENCE
245,bully,strong-arm.v.02,Her big brother always bullied her when she was young,transition,COS,CHANGE_STATE
245,bully,browbeat.v.02,NONE,transition,COS,NONE
246,bump,bump.v.01,My car bumped into the tree,transition,COS,CHANGE_STATE
246,bump,find.v.01,We find this idea in Plato,transition,COS,CHANGE_STATE
246,bump,bump.v.03,bump and grind,transition,COS,NONE
246,bump,demote.v.01,She was demoted because she always speaks up,transition,COS,CHANGE_STATE
246,bump,dislodge.v.03,The new employee dislodged her by moving into her office space,transition,COS,CHANGE_STATE
247,bunt,bunt.v.01,NONE,transition,COS,NONE
247,bunt,butt.v.02,He butted his sister out of the way,transition,COS,CHANGE_STATE
248,burn,burn.v.01,They burned the house and his diaries,transition,COS,CHANGE_STATE
248,burn,burn.v.02,The coals were glowing in the dark,transition,COS,NONE
248,burn,burn.v.03,Maple wood burns well,transition,COS,NONE
248,burn,bite.v.02,The sun burned his face,transition,COS,CHANGE_STATE
248,burn,burn.v.05,The sun burned off the fog,transition,COS,CHANGE_STATE
248,burn,burn.v.06,She was burning with anger,transition,COS,NONE
248,burn,burn.v.07,burn garbage,transition,COS,NONE
248,burn,burn.v.08,Witches were burned in Salem,transition,COS,CHANGE_STATE
248,burn,burn.v.09,He has money to burn,transition,COS,POSITIVE_CAUSATION
248,burn,burn.v.10,My eyes are burning,transition,COS,NONE
248,burn,cauterize.v.01,The surgeon cauterized the wart,transition,COS,CHANGE_STATE
248,burn,sunburn.v.01,NONE,transition,COS,NONE
248,burn,cut.v.21,cut a disk,transition,COS,CHANGE_STATE
248,burn,burn_off.v.01,burn off calories through vigorous exercise,transition,COS,NONE
248,burn,burn.v.15,The iron burnt a hole in my dress,transition,COS,NONE
249,burp,burp.v.01,In China it is polite to burp at the table,transition,COS,CHANGE_STATE
250,burst,burst.v.01,The bubble burst,transition,COS,NONE
250,burst,break.v.09,break into tears,transition,COS,CHANGE_STATE
250,burst,explode.v.02,The champagne bottle exploded,transition,COS,CHANGE_STATE
250,burst,burst.v.04,He burst out of the house into the cool night,transition,COS,CHANGE_STATE
250,burst,abound.v.02,The room abounded with screaming children,transition,COS,CHANGE_STATE
250,burst,burst.v.06,The sun burst into view,transition,COS,NONE
250,burst,collapse.v.05,The ice broke the pipe,transition,COS,GO_OUT_OF_EXISTENCE
250,burst,burst.v.08,The dam burst,transition,COS,NONE
251,bury,bury.v.01,Afghani women buried under their burkas,transition,COS,CHANGE_STATE
251,bury,bury.v.02,Stalin was buried behind the Kremlin wall on Red Square,transition,COS,CHANGE_STATE
251,bury,bury.v.03,They buried the stolen goods,transition,COS,CHANGE_STATE
251,bury,immerse.v.03,The huge waves swallowed the small boat and it sank shortly thereafter,transition,COS,CHANGE_STATE
251,bury,bury.v.05,She sank her fingers into the soft sand,transition,COS,SCALAR_CHANGE
251,bury,forget.v.01,I tried to bury these unpleasant memories,transition,COS,CHANGE_STATE
252,bushwhack,ambush.v.01,NONE,transition,COS,NONE
252,bushwhack,bushwhack.v.02,NONE,transition,COS,NONE
252,bushwhack,bushwhack.v.03,NONE,transition,COS,NONE
253,bustle,bustle.v.01,The cheerleaders bustled about excitingly before their performance,transition,COS,CHANGE_STATE
254,butcher,butcher.v.01,They slaughtered their only goat to survive the winter,transition,COS,CHANGE_STATE
255,butt,border.v.05,Canada adjoins the U.S.,transition,COS,CHANGE_STATE
255,butt,butt.v.02,He butted his sister out of the way,transition,COS,CHANGE_STATE
255,butt,butt.v.03,The frames must be butted at the joints,transition,COS,CHANGE_STATE
256,butter,butter.v.01,butter bread,transition,COS,NONE
257,button,button.v.01,button a shirt,transition,COS,NONE
257,button,button.v.02,button the dress,transition,COS,NONE
258,buy,buy.v.01,The family purchased a new car,transition,COS,CHANGE_STATE
258,buy,bribe.v.01,This judge can be bought,transition,COS,GET
258,buy,buy.v.03,This sum will buy you a ride on the train,transition,COS,STATE
258,buy,buy.v.04,She wanted to buy his love with her dedication to him and his work,transition,COS,CHANGE_STATE
258,buy,buy.v.05,I can't buy this story,transition,COS,GET
259,buzz,buzz.v.01,bees were buzzing around the hive,transition,COS,NONE
259,buzz,buzz.v.02,Planes buzzed the crowds in the square,transition,COS,CHANGE_STATE
259,buzz,hum.v.02,This office is buzzing with activity,transition,COS,NONE
259,buzz,buzz.v.04,he buzzed the servant,transition,COS,CHANGE_STATE
260,cable,cable.v.01,NONE,transition,COS,NONE
260,cable,cable.v.02,cable trees,transition,COS,NONE
261,cajole,wheedle.v.01,He palavered her into going along,transition,COS,CHANGE_STATE
262,calibrate,calibrate.v.01,calibrate an instrument,transition,COS,NONE
262,calibrate,calibrate.v.02,he calibrated the thermometer for the Celsius scale,transition,COS,CHANGE_STATE
262,calibrate,calibrate.v.03,calibrate a gun,transition,COS,NONE
263,call,name.v.01,They named their son David,transition,COS,CHANGE_STATE
263,call,call.v.02,He called me a bastard,state,state,STATE
263,call,call.v.03,I tried to call you all night,transition,COS,CHANGE_STATE
263,call,shout.v.02,she cried with pain when the doctor inserted the needle,transition,COS,CHANGE_STATE
263,call,call.v.05,She was called into the director's office,state,state,STATE
263,call,visit.v.03,The mayor likes to call on some of the prominent citizens,transition,COS,CHANGE_STATE
263,call,call.v.07,The Wannsee Conference was called to discuss the `Final Solution',state,state,STATE
263,call,call.v.08,Call roll,process,process,PROCESS
263,call,call.v.09,Hawaii is calling!,process,process,PROCESS
263,call,call.v.10,bluejays called to one another,state,state,STATE
263,call,call.v.11,call a football game,process,process,PROCESS
263,call,address.v.06,He always addresses me with `Sir',transition,COS,CHANGE_STATE
263,call,call.v.13,The ship will call in Honolulu tomorrow,transition,COS,CHANGE_STATE
263,call,call.v.14,Call a loan,process,process,PROCESS
263,call,bid.v.04,He called his trump,state,state,STATE
263,call,call.v.16,NONE,process,process,PROCESS
263,call,call.v.17,call balls and strikes behind the plate,process,process,PROCESS
263,call,predict.v.01,Call the outcome of an election,state,state,STATE
263,call,call.v.19,Call a bond,process,process,PROCESS
263,call,call.v.20,He deserves to be called on that,transition,COS,CHANGE_STATE
263,call,call.v.21,call a runner out,process,process,PROCESS
263,call,call.v.22,Call ducks,process,process,PROCESS
263,call,call.v.23,The unions called a general strike for Sunday,state,state,STATE
263,call,call.v.24,He was already called 4 times for jury duty,state,state,STATE
263,call,call.v.25,He called my name,state,state,STATE
263,call,call.v.26,call the speaker on a question of fact,process,process,PROCESS
263,call,call.v.27,I would not call her beautiful,transition,COS,CHANGE_STATE
263,call,call.v.28,I was called at 5 A.M. this morning,state,state,STATE
264,calm,calm.v.01,quiet the dragons of worry and fear,transition,COS,CHANGE_STATE
264,calm,steady.v.01,steady yourself,transition,COS,NONE
264,calm,calm.v.03,After the fight both men need to cool off.,transition,COS,CHANGE_STATE
264,calm,sedate.v.01,The patient must be sedated before the operation,transition,COS,CHANGE_STATE
265,cap,cap.v.01,Snow capped the mountains,transition,COS,CHANGE_STATE
265,cap,cap.v.02,We had to cap the number of people we can accept into our club,transition,COS,CHANGE_STATE
266,capsize,capsize.v.01,Don't rock the boat or it will capsize!,transition,COS,CHANGE_STATE
267,captivate,capture.v.02,She captured all the men's hearts,transition,COS,CHANGE_STATE
268,capture,capture.v.01,capture the essence of Spring,transition,COS,CHANGE_STATE
268,capture,capture.v.02,She captured all the men's hearts,transition,COS,CHANGE_STATE
268,capture,get.v.11,We finally got the suspect,transition,COP,GET
268,capture,capture.v.04,This nucleus has captured the slow-moving neutrons,transition,COS,CHANGE_STATE
268,capture,appropriate.v.02,the invaders seized the land and property of the inhabitants,transition,COS,CHANGE_STATE
268,capture,capture.v.06,I caught a rabbit in the trap today,transition,COS,CHANGE_STATE
269,caramelize,caramelize.v.01,The sugar caramelized,transition,COS,CHANGE_STATE
269,caramelize,caramelize.v.02,NONE,transition,COS,NONE
270,care,care.v.01,I really care about my work,state,state,STATE
270,care,care.v.02,The nurse was caring for the wounded,transition,COS,NONE
270,care,wish.v.02,Do you care to try this dish?,transition,COS,CHANGE_STATE
270,care,manage.v.02,I can deal with this crew of workers,transition,COS,CHANGE_STATE
270,care,worry.v.02,I worry about my grades,transition,COS,STATE
271,caress,caress.v.01,He caressed her face,transition,COS,CHANGE_STATE
272,carjack,carjack.v.01,My car was carjacked last night!,transition,COS,CHANGE_STATE
273,carol,carol.v.01,They went caroling on Christmas Day,transition,COS,NONE
274,carry,transport.v.02,You must carry your camping gear,transition,COL,STATE
274,carry,carry.v.02,She always takes an umbrella,transition,COS,CHANGE_STATE
274,carry,impart.v.03,Sound carries well over water,transition,COS,CHANGE_STATE
274,carry,carry.v.04,The painting of Mary carries motherly love,transition,COS,CHANGE_STATE
274,carry,carry.v.05,His efforts carried the entire project,transition,COS,CHANGE_STATE
274,carry,hold.v.14,She holds her head high,process,process,PROCESS
274,carry,hold.v.11,The jar carries wine,transition,COS,CHANGE_STATE
274,carry,carry.v.08,carry too far,state,state,STATE
274,carry,carry.v.09,The civil war carried into the neighboring province,transition,COS,CHANGE_STATE
274,carry,carry.v.10,This crime carries a penalty of five years in prison,transition,COS,CHANGE_STATE
274,carry,carry.v.11,The senator carried his home state,transition,COS,CHANGE_STATE
274,carry,carry.v.12,How many people are carried on the payroll?,transition,COS,CHANGE_STATE
274,carry,behave.v.02,She carried herself well,transition,COS,CHANGE_STATE
274,carry,stock.v.01,Do you carry kerosene heaters?,transition,COL,TRANSFER
274,carry,carry.v.15,We ran the ad three times,process,process,MOTION
274,carry,dribble.v.03,dribble the ball,transition,COS,NONE
274,carry,carry.v.17,The news was carried to every village in the province,transition,COS,CHANGE_STATE
274,carry,carry.v.18,This new washer carries a two year guarantee,state,state,STATE
274,carry,carry.v.19,Her voice carries very well in this big opera house,state,state,STATE
274,carry,carry.v.20,The Federal Government carried the province for many years,transition,COS,CHANGE_STATE
274,carry,carry.v.21,I carry her image in my mind's eye,transition,COL,STATE
274,carry,carry.v.22,This boat can only carry a small sail,transition,COL,STATE
274,carry,carry.v.23,Carry all before one,state,state,STATE
274,carry,carry.v.24,I resent having to carry her all the time,state,state,STATE
274,carry,carry.v.25,carry a cause,state,state,STATE
274,carry,carry.v.26,carry scars,state,state,STATE
274,carry,carry.v.27,The troops carried the town after a brief fight,transition,COS,CHANGE_STATE
274,carry,post.v.07,NONE,state,state,STATE
274,carry,carry.v.29,put down 5 and carry 2,state,state,STATE
274,carry,carry.v.30,the dog was taught to fetch and carry,process,process,PROCESS
274,carry,carry.v.31,this land does not carry olives,transition,COS,CHANGE_STATE
274,carry,carry.v.32,The sudden gust of air propelled the ball to the other side of the fence,state,state,STATE
274,carry,carry.v.33,He can hold his liquor,process,process,PROCESS
274,carry,carry.v.34,This land will carry ten cows to the acre,transition,COS,CHANGE_STATE
274,carry,carry.v.35,"This rifle carries for 3,000 feet",transition,COS,CHANGE_STATE
274,carry,carry.v.36,The drive carried to the green,transition,COS,MOTION
274,carry,carry.v.37,The motion carried easily,transition,COS,CHANGE_STATE
274,carry,carry.v.38,She lost the game but carried the match,transition,COP,LOSE
274,carry,carry.v.39,He cannot carry a tune,transition,COL,STATE
274,carry,have_a_bun_in_the_oven.v.01,She is bearing his child,transition,COS,NONE
275,carve,carve.v.01,Carve a flower from the ice,transition,COS,NONE
275,carve,carve.v.02,carve one's name into the bark,transition,COS,NONE
275,carve,carve.v.03,Father carved the ham,transition,COS,CHANGE_STATE
276,case,case.v.01,They men cased the housed,transition,COS,CHANGE_STATE
